"","X","business_id","name","categories","city","state","stars","review_count","BusinessParking_street","BusinessParking_validated","BusinessParking_lot","BusinessParking_valet","BikeParking","Caters","WheelchairAccessible","OutdoorSeating","GoodForMeal_latenight","GoodForMeal_lunch","GoodForMeal_dinner","GoodForMeal_breakfast","GoodForMeal_brunch","CoatCheck","DogsAllowed","NumberOfCheckins","BusinessType"
"18400",21380,"Uz77JHl5e6zlGa-71-6_dA","""China Buffet""","Buffets;Restaurants","Champlain","NY",2.5,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,"Bad"
"18401",21381,"uz7UbvVUwsg68Rok6kbqRg","""Kashmir""","Restaurants;Indian","Leonberg","BW",4.5,41,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,14,"Good"
"18402",21382,"uz8ISWdE0OSJBjArw4P4Og","""Mellow Mushroom""","Bars;Sandwiches;Pizza;Restaurants;Salad;Nightlife;Gluten-Free","Charlotte","NC",3,162,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,615,"Good"
"18403",21383,"uziDWXfTvCYlbQYrJT0iAQ","""Yours Truly Restaurant""","Gluten-Free;Restaurants;American (Traditional)","Cleveland","OH",4,34,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,71,"Good"
"18404",21384,"UzjCvrNuK4crxi0IS9Jp5A","""Maya New York Pizza Bar""","Mediterranean;Restaurants;Pizza;Nightlife;Bars;Sports Bars;Italian","Mesa","AZ",3,95,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,257,"Good"
"18405",21385,"UZJGHaZ26JQJxuU4u-sVMQ","""Downtown Rendezvous""","Restaurants;Breakfast & Brunch;Sandwiches;American (Traditional)","Mesa","AZ",4.5,37,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,52,"Good"
"18406",21386,"UzKCJakGPZXyj9tzqPbcoA","""Donauschwaben's German-American Cultural Center""","German;Restaurants;Food;Desserts;Fish & Chips","Olmsted Falls","OH",4.5,13,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,73,"Good"
"18407",21387,"uzPW_24SThB9mYA8GH8HFQ","""Lucy Ethiopian Restaurant & Bar""","Arts & Entertainment;Bars;Desserts;Food;Lounges;Ethiopian;Restaurants;Jazz & Blues;Nightlife","Las Vegas","NV",4,70,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,87,"Good"
"18408",21388,"uzsMilozioxCenzyXbVMmw","""The Rib Cage Smokehouse and Bar""","Restaurants;Barbeque;Bars;Food;Nightlife;Smokehouse;Chicken Wings","Cleveland Heights","OH",4,123,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,215,"Good"
"18409",21390,"UzsXZoePcmt6RWo00qNNAw","""Carolina Ale House""","American (Traditional);Sports Bars;Restaurants;Bars;Nightlife","Charlotte","NC",3,296,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,961,"Good"
"18410",21391,"UzW_6PaLFzPjP7_2Czk3Wg","""China King Chinese Restaurant""","Chinese;Restaurants;Asian Fusion","Brunswick","OH",3,14,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,27,"Good"
"18411",21392,"uzXuu1zRLFhWaVw8TChE8A","""Trackside Sportsbar & Grill""","Restaurants;American (New)","Surprise","AZ",4,5,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,35,"Good"
"18412",21393,"uZZnIe0KJEpFlJlYedrQsg","""Inchin's Bamboo Garden""","Asian Fusion;Chinese;Restaurants","Cleveland","OH",2.5,43,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,40,"Bad"
"18413",21394,"V-0qRzBHKixmQgon_fW_AA","""Makai Pacific Island Grill""","Restaurants;Hawaiian;American (Traditional);Asian Fusion;Food;Barbeque","Las Vegas","NV",4.5,436,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1475,"Good"
"18414",21395,"v-jYkzOY3W8jgLWm7JhJgA","""Rice Garden""","Restaurants;Chinese;Asian Fusion;Fast Food","Chandler","AZ",3,15,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,16,"Good"
"18415",21396,"v-mSePAUWm-UO1ltOuEVYA","""Showmars Eastway""","Greek;Restaurants;Fast Food","Charlotte","NC",3,5,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,24,"Good"
"18416",21397,"V-qDa2kr5qWdhs7PU-l-3Q","""Taste Cafe""","Restaurants;Breakfast & Brunch;Cafes;Caterers;Sandwiches;Event Planning & Services","Charlotte","NC",3,41,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,321,"Good"
"18417",21398,"v-scZMU6jhnmV955RSzGJw","""No. 1 Sushi Sushi""","Japanese;Restaurants;Sushi Bars","Pittsburgh","PA",4,87,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,167,"Good"
"18418",21399,"V-Yz9Z1wSBcZtRcd-bnIeQ","""Subway""","Sandwiches;Restaurants;Fast Food","Mesa","AZ",4,5,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,7,"Good"
"18419",21400,"v_2mB4t9m8DpIb_aM-qXLA","""IHOP""","Diners;Creperies;Restaurants;Breakfast & Brunch;American (Traditional);American (New)","Madison","WI",2.5,29,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,84,"Bad"
"18420",21401,"V_2YX2rW_l5N3UwwifokCQ","""Olive Garden Italian Restaurant""","Restaurants;Italian;Nightlife;Salad;Wine Bars;Bars","Madison","WI",3,51,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,163,"Good"
"18421",21403,"V_6gs6mUnUwrTQFVvWKW1A","""Noodles & Company""","Comfort Food;Restaurants;Noodles;American (Traditional);Asian Fusion;Hot Pot;Cheesesteaks;Italian","Phoenix","AZ",3,85,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,128,"Good"
"18422",21404,"v_6nTF9bTkDcsh1dLnELMA","""BT'z Sports Bar""","Nightlife;Restaurants;Pizza;Sports Bars;Chicken Wings;Bars","Mesa","AZ",3.5,60,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,172,"Good"
"18423",21405,"V_bGmQfSUVHkj94aJ1nagA","""583 Bistro""","Beer;Wine & Spirits;Diners;Cocktail Bars;Restaurants;Soup;Bars;Desserts;American (New);Nightlife;Food;Sandwiches","Bay Village","OH",4.5,13,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,"Good"
"18424",21406,"v_D0vgZa-apWjh5zSDc2xw","""Hotel & Restaurant Römerhof""","Restaurants;International;Swabian;German","Stuttgart","BW",3.5,8,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,3,"Good"
"18425",21408,"V_jIfMz9Z7a5mthleRq0_w","""Nirvana II""","Indian;Restaurants","Charlotte","NC",3.5,48,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,139,"Good"
"18426",21410,"V_RD57ea9ATcoryET1vTkA","""Woody's Macayo""","Nightlife;Restaurants;Mexican;Breakfast & Brunch;Cocktail Bars;Bars","Phoenix","AZ",3.5,19,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,20,"Good"
"18427",21412,"v_ubyYwllvUW1No-hKhsbQ","""ToScany's""","Sandwiches;Pizza;Restaurants;Salad","Chandler","AZ",3.5,166,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,263,"Good"
"18428",21413,"v_x5slUHsD57a_axfJC25w","""Moe's Southwest Grill""","Restaurants;Tex-Mex;Mexican","Indian Trail","NC",2,16,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,30,"Bad"
"18429",21415,"v_YaNPJbP1XKGG-R_vUZ1Q","""Golden Gate Chinese Restaurant""","Chinese;Restaurants","Lakewood","OH",2.5,19,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,48,"Bad"
"18430",21416,"v_yCY6NCwxCPIsNZR80UfQ","""Donut Bar""","Restaurants;Food;Coffee & Tea;Breakfast & Brunch;Donuts","Las Vegas","NV",4.5,637,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1700,"Good"
"18431",21417,"V05UAgvVZEFBVRz1hET9eQ","""Carl's Jr.""","Restaurants;Fast Food","Glendale","AZ",2.5,18,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,28,"Bad"
"18432",21418,"v0bL0-frMFrvHz-5OgUczw","""Raising Cane's""","Fast Food;Restaurants;American (Traditional);American (New);Chicken Wings;Chicken Shop","Mesa","AZ",3.5,180,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,751,"Good"
"18433",21419,"v0byOL8VL6v6muGa1anxFA","""The Hummus Factory""","Event Planning & Services;Caterers;Burgers;Greek;Restaurants;Middle Eastern;Mediterranean","Las Vegas","NV",4.5,214,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,803,"Good"
"18434",21421,"V0DJ2gDXlKl11VJ75ZN0-A","""Verdetto's Bar & Restaurant""","Nightlife;Restaurants;Bars","Pittsburgh","PA",4.5,6,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,20,"Good"
"18435",21422,"v0fAQRGaDUls8pOh5i6M4A","""Mansion Dining Room""","Restaurants;Diners","Las Vegas","NV",4.5,12,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,78,"Good"
"18436",21423,"v0FdDAXvEYieRWcngbCe1Q","""Cafe Rio""","Mexican;Restaurants","Phoenix","AZ",3,122,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,37,"Good"
"18437",21424,"V0GHF8CkhOovDeQKCn7YQg","""IHOP""","Diners;Restaurants;American (Traditional);Breakfast & Brunch;American (New)","Phoenix","AZ",2.5,96,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,357,"Bad"
"18438",21425,"V0GryzKJfygQOK-n8Hw5Mw","""Taco Mich & Bar""","Restaurants;Mexican","Glendale","AZ",3.5,27,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,11,"Good"
"18439",21426,"V0iYi5OjdRcz82m95jV7vQ","""Renaissance Patisserie""","French;Restaurants;Desserts;Food;Bakeries","Charlotte","NC",4.5,62,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,106,"Good"
"18440",21427,"v0NKepf50QYjW5nyKKlgmw","""Malvarosa""","Spanish;Restaurants","Edinburgh","MLN",4,8,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,14,"Good"
"18441",21428,"v0QxJArE2ixFBYoKfbzvrw","""McDonald's Restaurants""","Restaurants;American (Traditional)","Newhaven","ESX",3.5,3,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,34,"Good"
"18442",21429,"V0tRCjf95FTqVJvmxdeqbQ","""Frankenstein & Bier Keller""","Bars;Nightlife;Restaurants;Pubs;Karaoke;German","Edinburgh","EDH",3,89,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,88,"Good"
"18443",21430,"v0TT3dcZ8OdTtaJEKxIcuA","""Wingstop""","Chicken Wings;Restaurants","Phoenix","AZ",3.5,28,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,45,"Good"
"18444",21431,"v0ubf7h2E0OfwGGfkI1S4w","""Que Onda Tacos Matthews""","Bars;Nightlife;Restaurants;Mexican","Charlotte","NC",4,16,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,10,"Good"
"18445",21433,"v14P9-vB1yjxFfFEYEWudw","""Barriques - West Wash""","Food;Restaurants;Sandwiches;Bars;Coffee & Tea;Nightlife","Madison","WI",4,147,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,2107,"Good"
"18446",21434,"V19SJT2zo8ydJWhMB_31SA","""Taziki's Mediterranean Cafe""","Restaurants;Mediterranean","Charlotte","NC",4,86,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,161,"Good"
"18447",21435,"v1AE1LLWDOqe8ubOzqKADg","""The Original Sunrise Cafe""","Restaurants;Breakfast & Brunch;Food;Bagels;American (Traditional)","Las Vegas","NV",4.5,726,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,2983,"Good"
"18448",21436,"v1cbdKF5EjgWSwutjzg-WA","""Jersey Mike's Subs""","Delis;Restaurants;Fast Food;Sandwiches","Phoenix","AZ",4,11,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,26,"Good"
"18449",21437,"V1CvqpVdyc1XkbQRPJqLCA","""Taco Bell""","Mexican;Restaurants;Fast Food;Tex-Mex","Phoenix","AZ",2.5,19,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,179,"Bad"
"18450",21438,"V1Dj3LL4kqf-nORQhlsAaA","""Which Wich""","Restaurants;Fast Food;Sandwiches","Charlotte","NC",3.5,9,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,75,"Good"
"18451",21439,"V1EdIokE0YYN__dNYfXRdA","""Pokeman""","Hawaiian;Food;Japanese;Restaurants;Sushi Bars;Poke","Las Vegas","NV",4,171,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,565,"Good"
"18452",21440,"V1hH7vAq5wNDo2P3z8zJLg","""Palo Verde Lounge""","Nightlife;Dive Bars;Lounges;Restaurants;Bars","Tempe","AZ",4,55,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,172,"Good"
"18453",21441,"V1iOkTLxkWUVDu8tmqZGSg","""Charley's Grilled Subs""","Restaurants;Sandwiches","Strongsville","OH",3.5,3,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,2,"Good"
"18454",21442,"V1JEkeAem05hps5ZCmMIgw","""The Rigby Pub And Grill""","Music Venues;Caterers;Restaurants;Bars;Arts & Entertainment;Event Planning & Services;Venues & Event Spaces;Nightlife;Pubs;Italian;American (New);Party & Event Planning","Madison","WI",3.5,60,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,208,"Good"
"18455",21444,"V1MTfnI-1T7lqZO-Y_qXAg","""QDOBA Mexican Eats""","Restaurants;Fast Food;Mexican;Caterers;Event Planning & Services","Madison","WI",4,3,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,5,"Good"
"18456",21446,"v1W1m7MwUASmIc28wyOmkw","""Dickey's Barbeque Pit""","Caterers;Sandwiches;Restaurants;Event Planning & Services;Barbeque","Mesa","AZ",3.5,46,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,65,"Good"
"18457",21447,"v1ZcX46_bS-9foXvxWsxLw","""Del Taco""","Restaurants;Fast Food;Mexican","Henderson","NV",2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,56,"Bad"
"18458",21448,"v21dSJb78W3NM41cC8MMuA","""India Grill""","Halal;Restaurants;Indian","Cleveland","OH",4.5,6,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"Good"
"18459",21451,"v2gPWZrBYvD6m78fu4mnCA","""Krista's Cantina""","Pool Halls;Chicken Wings;Nightlife;Bars;Restaurants","Pittsburgh","PA",4.5,16,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,17,"Good"
"18460",21452,"V2KKEJ9GF5D-4ykRJMnSaA","""Smokey's Tavern""","Taiwanese;Nightlife;Bars;Restaurants","Pittsburgh","PA",3.5,3,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,"Good"
"18461",21453,"V2oe1HVgNK0He9Mf3Q17AA","""All Pierogi Kitchen & Euro Market""","Specialty Food;Ukrainian;Grocery;Food;Restaurants;Ethnic Food;Russian;Polish","Mesa","AZ",4.5,247,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,406,"Good"
"18462",21454,"V2owu-O0rrlsGup3FMz2qQ","""Taco Bell""","Restaurants;Fast Food;Mexican;Tex-Mex","Las Vegas","NV",2.5,30,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,203,"Bad"
"18463",21455,"V2sxcWosKBDwxZQ3J7unOQ","""Porcelli's Italian Bistro""","Restaurants;Italian","Cleveland","OH",3,32,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,76,"Good"
"18464",21456,"V2td86VD0ezfCJcmUz-ddQ","""Tropical Smoothie Cafe""","Food;Restaurants;Salad;Juice Bars & Smoothies;Sandwiches","Henderson","NV",2,41,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,83,"Bad"
"18465",21457,"v2tjswIV3e0c8o7_7MwYmg","""Mellow Mushroom""","Restaurants;Pizza;Bars;Nightlife;Sandwiches","Phoenix","AZ",3.5,281,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1175,"Good"
"18466",21458,"v2UYBFxtaB14OnoKQOuwjA","""Gigi's On Fairmount""","Restaurants;American (New);Wine Bars;Nightlife;Cafes;Breakfast & Brunch;Bars","Cleveland Heights","OH",4,152,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,204,"Good"
"18467",21459,"V2WLiBR3iGaegRAVNjOndA","""Panda Express""","Restaurants;Fast Food;Chinese","Las Vegas","NV",3.5,40,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,140,"Good"
"18468",21460,"V2yFOyq-4cj7dUvEXyMiGQ","""Filiberto's Mexican Food""","Mexican;Restaurants","MESA","AZ",2.5,23,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,67,"Bad"
"18469",21461,"V3-Bbq9uH6BnM2XsFXl6Sg","""Even Stevens Sandwiches""","Sandwiches;Breakfast & Brunch;Restaurants;Salad","Chandler","AZ",4.5,33,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,87,"Good"
"18470",21462,"V33QuCrynemAzfzC3eChoA","""Pita Pit""","Restaurants;Greek;Food Delivery Services;Food;Mediterranean;Fast Food;Sandwiches;American (New)","Fairlawn","OH",4,15,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,71,"Good"
"18471",21463,"v35sTRP8H8VZ6T9b8jYD6w","""MOD Pizza""","Pizza;Fast Food;Restaurants","Mesa","AZ",4.5,81,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,181,"Good"
"18472",21464,"V3A7tvyfSX9pmy6L2ohqDg","""First Watch - Breakfast, Brunch & Lunch""","Restaurants;Breakfast & Brunch;Fast Food;Food;American (Traditional);Cafes","Mayfield Heights","OH",4,68,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,156,"Good"
"18473",21465,"v3AS5LGeV2Si4nOHZ7lgxQ","""Glass Nickel Pizza""","Chicken Wings;Food;Sandwiches;Food Delivery Services;Pizza;Pasta Shops;Gluten-Free;Bars;Nightlife;Italian;Restaurants;Specialty Food","Madison","WI",4,189,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,204,"Good"
"18474",21466,"v3BLVPLRo2Egeak29B9lug","""Coriander India Grill""","Indian;Restaurants","Pittsburgh","PA",3,132,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,137,"Good"
"18475",21467,"v3Ec04i6x7NC1B7YFoA4GQ","""Taco Bell""","Restaurants;Mexican;Fast Food;Tex-Mex","Madison","WI",2,20,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,86,"Bad"
"18476",21468,"V3erF_OvXVcp1HgQiRLQ1g","""Pizza Hut""","Restaurants;Pizza;Chicken Wings;Italian","Tempe","AZ",3,11,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,29,"Good"
"18477",21469,"V3G5Jxs02jjS_CDLvv-rWg","""Carl's Jr.""","Fast Food;Restaurants","Las Vegas","NV",3,21,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,243,"Good"
"18478",21470,"v3H3R_AbqIwqEAODUutCfQ","""The Clock""","Food;Cafes;Soup;Coffee & Tea;Delis;Restaurants","Edinburgh","EDH",3.5,13,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,15,"Good"
"18479",21472,"V3U21fM0in_0qpKUMYPNOw","""Lee's Sandwiches""","Sandwiches;Vietnamese;Asian Fusion;Delis;Restaurants","Henderson","NV",3.5,160,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1030,"Good"
"18480",21474,"v43qggsvaezDlZSC_IGJIg","""Frank's Pizza & Chicken""","Restaurants;Italian;Pizza;Chicken Wings","Pittsburgh","PA",2.5,18,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,16,"Bad"
"18481",21475,"V46DbgV5cTnYAwpBS70owQ","""Michael's Frozen Custard""","Restaurants;Ice Cream & Frozen Yogurt;Burgers;Food","Madison","WI",3,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,120,"Good"
"18482",21476,"V48sDS4bUB1H31NEXU1nZg","""New Wok Chinese Food""","Restaurants;Soup;Chinese","Avondale","AZ",3,33,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,63,"Good"
"18483",21478,"v4EAzXkZeZud-CzyBG9skw","""Starbucks""","Coffee & Tea;Fast Food;Restaurants;Food","MESA","AZ",3,4,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,69,"Good"
"18484",21480,"v4GMlJIStwPNuO_rHSFuLw","""City Barbeque""","Caterers;Event Planning & Services;Restaurants;Barbeque","Charlotte","NC",4,69,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,69,"Good"
"18485",21481,"V4grJe-q0xBiU2PBrxk96Q","""Fired Pie""","Pizza;Restaurants;Gluten-Free;Salad","Glendale","AZ",4,125,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,185,"Good"
"18486",21482,"v4HpZFOU3mvIeuHLRSIi7g","""Bahn Thai""","Salad;Thai;Restaurants;Sushi Bars","Charlotte","NC",4,193,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,519,"Good"
"18487",21483,"v4jKdWjO0U_x4Z13geHfjA","""Punjabi Junction""","Indian;Restaurants;Pakistani","Edinburgh","EDH",4.5,8,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,8,"Good"
"18488",21485,"V4NwBv9O6DWTl36ZKZrfpw","""Wendy's""","Fast Food;Burgers;Restaurants","Penn Hills","PA",2,8,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,8,"Bad"
"18489",21486,"v4PsaviYCaSaFIejGszMvg","""Kabob House""","Restaurants;Middle Eastern","Cleveland","OH",4.5,26,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,75,"Good"
"18490",21487,"v4qyBRpTBvOO55M4IAqNNg","""Tomo Japanese Cuisine""","Asian Fusion;Japanese;Sushi Bars;Restaurants","Goodyear","AZ",3.5,333,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1085,"Good"
"18491",21488,"V4YBWutY9j3ONvrTH-EhMg","""Giant Eagle Supermarket""","Beer;Wine & Spirits;Restaurants;Drugstores;Shopping;Delis;Food;Grocery","Cleveland","OH",3,28,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,666,"Good"
"18492",21489,"v4YmJDtKzG2Dlh-vGB241w","""Market Street Kitchen""","American (Traditional);Bars;American (New);Seafood;Southern;Restaurants;Wine Bars;Chicken Shop;Cocktail Bars;Steakhouses;Nightlife","Scottsdale","AZ",3.5,205,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,309,"Good"
"18493",21490,"V55Y9hoZZx682QSRMY3IMA","""Taverna Sultan Saray""","Restaurants;Turkish","Stuttgart","BW",3,6,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,5,"Good"
"18494",21491,"V58EMoVyTThEaTdOu-xdDA","""Made in Argentina""","Restaurants;Argentine;Latin American","Las Vegas","NV",4,4,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,2,"Good"
"18495",21492,"v5IUggBPzXEF1MCB7QMRsQ","""Jimmy John's""","Restaurants;Food Delivery Services;Food;Delis;Salad;Sandwiches","Phoenix","AZ",2.5,63,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,281,"Bad"
"18496",21493,"v5kZsm1p6N2N3fwtxm3FHg","""iPho""","Noodles;Sandwiches;Vegan;Chicken Wings;Restaurants;Vietnamese;Soup;Vegetarian","Charlotte","NC",4,93,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,125,"Good"
"18497",21494,"v5MjMhbdEn2fSCtvmXdgZQ","""Betty's Bomb Ass Burgers""","Vegan;Burgers;Food Trucks;Food;Restaurants","Cleveland","OH",4,16,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,3,"Good"
"18498",21495,"v5YvCuj_b26JKAqDcnReFQ","""Evan's Old Town Grille""","Italian;Restaurants;American (Traditional);American (New);Greek","Boulder City","NV",4,91,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,123,"Good"
"18499",21496,"v5zzCmCf1L4Utjit12EMuQ","""Rodizio Grill""","Brazilian;Food;Desserts;Restaurants;Steakhouses","Mesa","AZ",3.5,172,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,195,"Good"
"18500",21498,"v68-_x0b4YUWRFRu8x193g","""Tom's BBQ""","Barbeque;Event Planning & Services;Restaurants;Caterers;Food Trucks;Food","Mesa","AZ",3.5,102,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,369,"Good"
"18501",21499,"V6MWAv-xv4dgSUrDU1qxaA","""Nothing But Noodles""","American (Traditional);Vegan;Asian Fusion;Chinese;Noodles;Restaurants;Italian;Thai;Event Planning & Services;American (New);Gluten-Free;Caterers","Charlotte","NC",3.5,79,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,335,"Good"
"18502",21500,"V6ncIv5oqZK6_b_O77W1NA","""Over Easy""","Sandwiches;Restaurants;Salad;Breakfast & Brunch","Phoenix","AZ",3.5,14,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,17,"Good"
"18503",21501,"V6Od7XYl_PznuG19DPfTAQ","""Panda Express""","Restaurants;Chinese;Fast Food","Las Vegas","NV",3,30,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,186,"Good"
"18504",21504,"V6u7__4jbEDOgWR8K6qUSw","""El Gran Taco""","Restaurants;Mexican","Las Vegas","NV",3.5,8,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,9,"Good"
"18505",21505,"V6VBg1sexfS2cX7yyPZmFQ","""LunaHombre""","Food;Restaurants;Beer;Wine & Spirits;Tapas/Small Plates","Belmont","NC",4.5,32,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,21,"Good"
"18506",21506,"V6X1T1DdfUVNIk3AmispDg","""Ari Sushi""","Japanese;Restaurants","Cave Creek","AZ",4,107,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,168,"Good"
"18507",21507,"v6XV76Fx17dEO5FUtqTbiA","""Insel Café""","Cafes;Restaurants","Stuttgart","BW",3,4,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,7,"Good"
"18508",21508,"v75YA674Ioi4IwQ06T6XmQ","""Sub Station II""","Sandwiches;Restaurants","Charlotte","NC",4,12,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,32,"Good"
"18509",21509,"V78f9CdEVTkKFkyhdTYVrQ","""IHOP""","American (Traditional);Restaurants;American (New);Breakfast & Brunch","Las Vegas","NV",3.5,44,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,332,"Good"
"18510",21510,"v7GshnmUytEe3tm-HOgpsw","""Jack in the Box""","Restaurants;Fast Food","Phoenix","AZ",2,10,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,42,"Bad"
"18511",21512,"V7J9VuX5k5MI8MV7Ld2dMQ","""Tinkers Creek Road Tavern""","American (Traditional);Restaurants","Walton Hills","OH",3.5,58,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,106,"Good"
"18512",21513,"V7nossAF0dFj_mSPYj6SSQ","""Buffalo Wild Wings""","Chicken Wings;Restaurants;Bars;Sports Bars;Burgers;American (Traditional);Nightlife","Gilbert","AZ",3,191,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1257,"Good"
"18513",21514,"V7skTuBhSs4v56V54s8ilg","""Domino's Pizza""","Italian;Sandwiches;Pizza;Restaurants;Chicken Wings","Concord","NC",4,8,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,18,"Good"
